http://espn.go.com/golf/player/scorecards/_/id/5574/year/2010/tournamentId/847/david-lingmerth,PGA TOUR Qualifying Tournament,2/01-12/06,Round 6 ,Panther Lake Golf Course- Crooked Cat Course,Crooked Cat Course,2010, 1, -, 4, 4, 30, 2, -, 5, 4, 37, 3, -, 4, 3, 29, 4, -, 3, 5, 25, 5, -, 4, 5, 31, 6, -, 3, 3, 23, 7, -, 4, 4, 30, 8, -, 4, 3, 29, 9, -, 4, 4, 30, 10, -, 5, 4, 37, 11, -, 3, 4, 24, 12, -, 4, 4, 30, 13, -, 4, 2, 28, 14, -, 5, 5, 38, 15, -, 3, 3, 23, 16, -, 4, 4, 30, 17, -, 3, 4, 24, 18, -, 5, 5, 38,  , 30, 37, 29, 25, 31, 23, 30, 29, 30, 37, 24, 30, 28, 38, 23, 30, 24, 38,
URL,Tournament,Date,Round,Courses,Specific Course,Year,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType, ,ShotType,ShotType,ShotType,ShotType,ShotType,ShotType,ShotType,ShotType,ShotType,ShotType,ShotType,ShotType,ShotType,ShotType,ShotType,ShotType,ShotType,ShotType,
http://espn.go.com/golf/player/scorecards/_/id/5574/year/2010/tournamentId/847/david-lingmerth,PGA TOUR Qualifying Tournament,2/01-12/06,Round 5 ,Panther Lake Golf Course- Crooked Cat Course,Panther Lake Golf Course,2010, 1, -, 4, 5, 31, 2, -, 5, 5, 38, 3, -, 4, 5, 31, 4, -, 3, 3, 23, 5, -, 4, 4, 30, 6, -, 3, 3, 23, 7, -, 4, 5, 31, 8, -, 4, 5, 31, 9, -, 4, 5, 31, 10, -, 5, 5, 38, 11, -, 3, 4, 24, 12, -, 4, 4, 30, 13, -, 4, 3, 29, 14, -, 5, 5, 38, 15, -, 3, 3, 23, 16, -, 4, 3, 29, 17, -, 3, 3, 23, 18, -, 5, 5, 38,  , 31, 38, 31, 23, 30, 23, 31, 31, 31, 38, 24, 30, 29, 38, 23, 29, 23, 38,
http://espn.go.com/golf/player/scorecards/_/id/5574/year/2010/tournamentId/847/david-lingmerth,PGA TOUR Qualifying Tournament,2/01-12/06,Round 1 ,Panther Lake Golf Course- Crooked Cat Course,Panther Lake Golf Course,2010, 1, -, 4, 5, 31, 2, -, 5, 4, 37, 3, -, 4, 4, 30, 4, -, 3, 3, 23, 5, -, 4, 4, 30, 6, -, 3, 3, 23, 7, -, 4, 3, 29, 8, -, 4, 4, 30, 9, -, 4, 5, 31, 10, -, 5, 4, 37, 11, -, 3, 3, 23, 12, -, 4, 5, 31, 13, -, 4, 4, 30, 14, -, 5, 4, 37, 15, -, 3, 3, 23, 16, -, 4, 5, 31, 17, -, 3, 4, 24, 18, -, 5, 5, 38,  , 31, 37, 30, 23, 30, 23, 29, 30, 31, 37, 23, 31, 30, 37, 23, 31, 24, 38,
http://espn.go.com/golf/player/scorecards/_/id/5574/year/2011/tournamentId/995/david-lingmerth,PGA TOUR Qualifying Tournament,1/30-12/05,Round 6 ,Jack Nicklaus Tourn. Course- PGA West (Nicklaus Course)- PGA West Stadium Course - La Quinta- CA,PGA West Stadium Course,2011, 1, 445, 4, 4, 30, 2, 371, 4, 4, 30, 3, 471, 4, 4, 30, 4, 192, 3, 3, 23, 5, 535, 5, 4, 37, 6, 255, 3, 3, 23, 7, 346, 4, 4, 30, 8, 559, 5, 4, 37, 9, 452, 4, 6, 32, 10, 416, 4, 4, 30, 11, 617, 5, 5, 38, 12, 363, 4, 4, 30, 13, 214, 3, 3, 23, 14, 389, 4, 3, 29, 15, 468, 4, 6, 32, 16, 600, 5, 6, 39, 17, 168, 3, 3, 23, 18, 439, 4, 4, 30,  , 30, 30, 30, 23, 37, 23, 30, 37, 32, 30, 38, 30, 23, 29, 32, 39, 23, 30,
http://espn.go.com/golf/player/scorecards/_/id/5574/year/2011/tournamentId/995/david-lingmerth,PGA TOUR Qualifying Tournament,1/30-12/05,Round 5 ,Jack Nicklaus Tourn. Course- PGA West (Nicklaus Course)- PGA West Stadium Course - La Quinta- CA,Jack Nicklaus Tourn. Course,2011, 1, 412, 4, 3, 29, 2, 444, 4, 5, 31, 3, 192, 3, 3, 23, 4, 549, 5, 4, 37, 5, 364, 4, 4, 30, 6, 462, 4, 4, 30, 7, 527, 5, 4, 37, 8, 172, 3, 4, 24, 9, 461, 4, 4, 30, 10, 370, 4, 3, 29, 11, 528, 5, 4, 37, 12, 188, 3, 3, 23, 13, 419, 4, 3, 29, 14, 442, 4, 4, 30, 15, 572, 5, 5, 38, 16, 440, 4, 4, 30, 17, 209, 3, 3, 23, 18, 453, 4, 7, 33,  , 29, 31, 23, 37, 30, 30, 37, 24, 30, 29, 37, 23, 29, 30, 38, 30, 23, 33,
http://espn.go.com/golf/player/scorecards/_/id/5574/year/2011/tournamentId/995/david-lingmerth,PGA TOUR Qualifying Tournament,1/30-12/05,Round 4 ,Jack Nicklaus Tourn. Course- PGA West (Nicklaus Course)- PGA West Stadium Course - La Quinta- CA,PGA West Stadium Course,2011, 1, 445, 4, 4, 30, 2, 371, 4, 5, 31, 3, 471, 4, 6, 32, 4, 192, 3, 3, 23, 5, 535, 5, 4, 37, 6, 255, 3, 3, 23, 7, 346, 4, 4, 30, 8, 559, 5, 5, 38, 9, 452, 4, 5, 31, 10, 416, 4, 5, 31, 11, 617, 5, 4, 37, 12, 363, 4, 3, 29, 13, 214, 3, 4, 24, 14, 389, 4, 5, 31, 15, 468, 4, 4, 30, 16, 600, 5, 5, 38, 17, 168, 3, 3, 23, 18, 439, 4, 6, 32,  , 30, 31, 32, 23, 37, 23, 30, 38, 31, 31, 37, 29, 24, 31, 30, 38, 23, 32,
http://espn.go.com/golf/player/scorecards/_/id/5574/year/2011/tournamentId/995/david-lingmerth,PGA TOUR Qualifying Tournament,1/30-12/05,Round 3 ,Jack Nicklaus Tourn. Course- PGA West (Nicklaus Course)- PGA West Stadium Course - La Quinta- CA,Jack Nicklaus Tourn. Course,2011, 1, 412, 4, 4, 30, 2, 444, 4, 4, 30, 3, 192, 3, 3, 23, 4, 549, 5, 5, 38, 5, 364, 4, 4, 30, 6, 462, 4, 4, 30, 7, 527, 5, 4, 37, 8, 172, 3, 3, 23, 9, 461, 4, 4, 30, 10, 370, 4, 4, 30, 11, 528, 5, 4, 37, 12, 188, 3, 3, 23, 13, 419, 4, 4, 30, 14, 442, 4, 3, 29, 15, 572, 5, 4, 37, 16, 440, 4, 4, 30, 17, 209, 3, 4, 24, 18, 453, 4, 5, 31,  , 30, 30, 23, 38, 30, 30, 37, 23, 30, 30, 37, 23, 30, 29, 37, 30, 24, 31,
http://espn.go.com/golf/player/scorecards/_/id/5574/year/2011/tournamentId/995/david-lingmerth,PGA TOUR Qualifying Tournament,1/30-12/05,Round 2 ,Jack Nicklaus Tourn. Course- PGA West (Nicklaus Course)- PGA West Stadium Course - La Quinta- CA,PGA West Stadium Course,2011, 1, 445, 4, 5, 31, 2, 371, 4, 4, 30, 3, 471, 4, 4, 30, 4, 192, 3, 4, 24, 5, 535, 5, 5, 38, 6, 255, 3, 4, 24, 7, 346, 4, 3, 29, 8, 559, 5, 4, 37, 9, 452, 4, 5, 31, 10, 416, 4, 5, 31, 11, 617, 5, 5, 38, 12, 363, 4, 3, 29, 13, 214, 3, 4, 24, 14, 389, 4, 4, 30, 15, 468, 4, 5, 31, 16, 600, 5, 4, 37, 17, 168, 3, 3, 23, 18, 439, 4, 4, 30,  , 31, 30, 30, 24, 38, 24, 29, 37, 31, 31, 38, 29, 24, 30, 31, 37, 23, 30,
http://espn.go.com/golf/player/scorecards/_/id/5574/year/2011/tournamentId/995/david-lingmerth,PGA TOUR Qualifying Tournament,1/30-12/05,Round 1 ,Jack Nicklaus Tourn. Course- PGA West (Nicklaus Course)- PGA West Stadium Course - La Quinta- CA,Jack Nicklaus Tourn. Course,2011, 1, 412, 4, 4, 30, 2, 444, 4, 4, 30, 3, 192, 3, 2, 22, 4, 549, 5, 4, 37, 5, 364, 4, 4, 30, 6, 462, 4, 4, 30, 7, 527, 5, 5, 38, 8, 172, 3, 2, 22, 9, 461, 4, 6, 32, 10, 370, 4, 4, 30, 11, 528, 5, 4, 37, 12, 188, 3, 3, 23, 13, 419, 4, 4, 30, 14, 442, 4, 4, 30, 15, 572, 5, 5, 38, 16, 440, 4, 4, 30, 17, 209, 3, 2, 22, 18, 453, 4, 4, 30,  , 30, 30, 22, 37, 30, 30, 38, 22, 32, 30, 37, 23, 30, 30, 38, 30, 22, 30,
http://espn.go.com/golf/player/scorecards/_/id/5574/year/2010/tournamentId/847/david-lingmerth,PGA TOUR Qualifying Tournament,2/01-12/06,Round 4 ,Panther Lake Golf Course- Crooked Cat Course,Crooked Cat Course,2010, 1, -, 4, 6, 32, 2, -, 5, 5, 38, 3, -, 4, 3, 29, 4, -, 3, 4, 24, 5, -, 4, 4, 30, 6, -, 3, 3, 23, 7, -, 4, 3, 29, 8, -, 4, 2, 28, 9, -, 4, 3, 29, 10, -, 5, 4, 37, 11, -, 3, 4, 24, 12, -, 4, 5, 31, 13, -, 4, 3, 29, 14, -, 5, 5, 38, 15, -, 3, 3, 23, 16, -, 4, 5, 31, 17, -, 3, 4, 24, 18, -, 5, 4, 37,  , 32, 38, 29, 24, 30, 23, 29, 28, 29, 37, 24, 31, 29, 38, 23, 31, 24, 37,
http://espn.go.com/golf/player/scorecards/_/id/5574/year/2010/tournamentId/847/david-lingmerth,PGA TOUR Qualifying Tournament,2/01-12/06,Round 3 ,Panther Lake Golf Course- Crooked Cat Course,Panther Lake Golf Course,2010, 1, -, 4, 4, 30, 2, -, 5, 6, 39, 3, -, 4, 4, 30, 4, -, 3, 3, 23, 5, -, 4, 4, 30, 6, -, 3, 2, 22, 7, -, 4, 4, 30, 8, -, 4, 4, 30, 9, -, 4, 4, 30, 10, -, 5, 4, 37, 11, -, 3, 4, 24, 12, -, 4, 4, 30, 13, -, 4, 4, 30, 14, -, 5, 5, 38, 15, -, 3, 4, 24, 16, -, 4, 3, 29, 17, -, 3, 2, 22, 18, -, 5, 4, 37,  , 30, 39, 30, 23, 30, 22, 30, 30, 30, 37, 24, 30, 30, 38, 24, 29, 22, 37,
http://espn.go.com/golf/player/scorecards/_/id/5574/year/2010/tournamentId/847/david-lingmerth,PGA TOUR Qualifying Tournament,2/01-12/06,Round 2 ,Panther Lake Golf Course- Crooked Cat Course,Crooked Cat Course,2010, 1, -, 4, 4, 30, 2, -, 5, 4, 37, 3, -, 4, 3, 29, 4, -, 3, 5, 25, 5, -, 4, 4, 30, 6, -, 3, 3, 23, 7, -, 4, 4, 30, 8, -, 4, 2, 28, 9, -, 4, 4, 30, 10, -, 5, 5, 38, 11, -, 3, 4, 24, 12, -, 4, 5, 31, 13, -, 4, 3, 29, 14, -, 5, 4, 37, 15, -, 3, 3, 23, 16, -, 4, 4, 30, 17, -, 3, 4, 24, 18, -, 5, 4, 37,  , 30, 37, 29, 25, 30, 23, 30, 28, 30, 38, 24, 31, 29, 37, 23, 30, 24, 37,
