http://espn.go.com/golf/player/scorecards/_/id/6801/tournamentId/1014/dustin-morris,FedEx St. Jude Classic,6/07-06/10,Round 4,TPC Southwind - Memphis- TN,,2012, 1, 434, 4, 6, 32, 2, 401, 4, 4, 30, 3, 554, 5, 5, 38, 4, 196, 3, 3, 23, 5, 485, 4, 4, 30, 6, 445, 4, 4, 30, 7, 482, 4, 4, 30, 8, 178, 3, 4, 24, 9, 457, 4, 3, 29, 10, 465, 4, 3, 29, 11, 157, 3, 3, 23, 12, 406, 4, 5, 31, 13, 472, 4, 5, 31, 14, 239, 3, 2, 22, 15, 395, 4, 3, 29, 16, 530, 5, 5, 38, 17, 490, 4, 5, 31, 18, 453, 4, 7, 33,  , 32, 30, 38, 23, 30, 30, 30, 24, 29, 29, 23, 31, 31, 22, 29, 38, 31, 33,
URL,Tournament,Date,Round,Courses,Specific Course,Year,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType, ,ShotType,ShotType,ShotType,ShotType,ShotType,ShotType,ShotType,ShotType,ShotType,ShotType,ShotType,ShotType,ShotType,ShotType,ShotType,ShotType,ShotType,ShotType,
http://espn.go.com/golf/player/scorecards/_/id/6801/tournamentId/1014/dustin-morris,FedEx St. Jude Classic,6/07-06/10,Round 3,TPC Southwind - Memphis- TN,,2012, 1, 434, 4, 3, 29, 2, 401, 4, 3, 29, 3, 554, 5, 5, 38, 4, 196, 3, 3, 23, 5, 485, 4, 3, 29, 6, 445, 4, 4, 30, 7, 482, 4, 4, 30, 8, 178, 3, 4, 24, 9, 457, 4, 3, 29, 10, 465, 4, 4, 30, 11, 157, 3, 4, 24, 12, 406, 4, 4, 30, 13, 472, 4, 4, 30, 14, 239, 3, 2, 22, 15, 395, 4, 4, 30, 16, 530, 5, 4, 37, 17, 490, 4, 5, 31, 18, 453, 4, 4, 30,  , 29, 29, 38, 23, 29, 30, 30, 24, 29, 30, 24, 30, 30, 22, 30, 37, 31, 30,
http://espn.go.com/golf/player/scorecards/_/id/6801/tournamentId/1014/dustin-morris,FedEx St. Jude Classic,6/07-06/10,Round 2,TPC Southwind - Memphis- TN,,2012, 1, 434, 4, 4, 30, 2, 401, 4, 4, 30, 3, 554, 5, 5, 38, 4, 196, 3, 3, 23, 5, 485, 4, 4, 30, 6, 445, 4, 4, 30, 7, 482, 4, 4, 30, 8, 178, 3, 3, 23, 9, 457, 4, 4, 30, 10, 465, 4, 4, 30, 11, 157, 3, 3, 23, 12, 406, 4, 4, 30, 13, 472, 4, 4, 30, 14, 239, 3, 3, 23, 15, 395, 4, 4, 30, 16, 530, 5, 4, 37, 17, 490, 4, 4, 30, 18, 453, 4, 4, 30,  , 30, 30, 38, 23, 30, 30, 30, 23, 30, 30, 23, 30, 30, 23, 30, 37, 30, 30,
http://espn.go.com/golf/player/scorecards/_/id/6801/tournamentId/1014/dustin-morris,FedEx St. Jude Classic,6/07-06/10,Round 1,TPC Southwind - Memphis- TN,,2012, 1, 434, 4, 3, 29, 2, 401, 4, 5, 31, 3, 554, 5, 5, 38, 4, 196, 3, 3, 23, 5, 485, 4, 4, 30, 6, 445, 4, 3, 29, 7, 482, 4, 3, 29, 8, 178, 3, 3, 23, 9, 457, 4, 5, 31, 10, 465, 4, 4, 30, 11, 157, 3, 4, 24, 12, 406, 4, 4, 30, 13, 472, 4, 4, 30, 14, 239, 3, 5, 25, 15, 395, 4, 3, 29, 16, 530, 5, 4, 37, 17, 490, 4, 6, 32, 18, 453, 4, 3, 29,  , 29, 31, 38, 23, 30, 29, 29, 23, 31, 30, 24, 30, 30, 25, 29, 37, 32, 29,
