URL,Tournament,Date,Round,Courses,Specific Course,Year,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType,Hole,Yards,Par,Score,ShotType, ,ShotType,ShotType,ShotType,ShotType,ShotType,ShotType,ShotType,ShotType,ShotType,ShotType,ShotType,ShotType,ShotType,ShotType,ShotType,ShotType,ShotType,ShotType
http://espn.go.com/golf/player/scorecards/_/id/3702/year/2010/tournamentId/803/rickie-fowler,AT&T National,7/01-07/04,Round 2,Aronimink Golf Club - Newtown Square- PA,,2010,1,430,4,5,31,2,422,4,6,32,3,446,4,4,30,4,466,4,4,30,5,178,3,3,23,6,400,4,4,30,7,401,4,4,30,8,238,3,3,23,9,605,5,6,39,10,454,4,5,31,11,412,4,4,30,12,465,4,4,30,13,393,4,4,30,14,218,3,3,23,15,500,4,4,30,16,558,5,5,38,17,215,3,3,23,18,436,4,6,32,  ,31,32,30,30,23,30,30,23,39,31,30,30,30,23,30,38,23,32
http://espn.go.com/golf/player/scorecards/_/id/3702/year/2010/tournamentId/803/rickie-fowler,AT&T National,7/01-07/04,Round 1,Aronimink Golf Club - Newtown Square- PA,,2010,1,430,4,5,31,2,422,4,4,30,3,446,4,4,30,4,466,4,4,30,5,178,3,3,23,6,400,4,3,29,7,401,4,4,30,8,238,3,3,23,9,605,5,5,38,10,454,4,5,31,11,412,4,3,29,12,465,4,4,30,13,393,4,5,31,14,218,3,2,22,15,500,4,4,30,16,558,5,4,37,17,215,3,3,23,18,436,4,4,30,  ,31,30,30,30,23,29,30,23,38,31,29,30,31,22,30,37,23,30
http://espn.go.com/golf/player/scorecards/_/id/3702/year/2010/tournamentId/786/rickie-fowler,John Deere Classic,7/08-07/11,Round 2,TPC Deere Run - Silvis- IL,,2010,1,395,4,4,30,2,561,5,4,37,3,186,3,4,24,4,454,4,4,30,5,433,4,5,31,6,367,4,4,30,7,226,3,3,23,8,428,4,5,31,9,503,4,4,30,10,596,5,5,38,11,432,4,4,30,12,215,3,3,23,13,424,4,4,30,14,361,4,3,29,15,484,4,4,30,16,158,3,2,22,17,569,5,5,38,18,476,4,3,29,  ,30,37,24,30,31,30,23,31,30,38,30,23,30,29,30,22,38,29
http://espn.go.com/golf/player/scorecards/_/id/3702/year/2010/tournamentId/786/rickie-fowler,John Deere Classic,7/08-07/11,Round 1,TPC Deere Run - Silvis- IL,,2010,1,395,4,3,29,2,561,5,5,38,3,186,3,4,24,4,454,4,3,29,5,433,4,5,31,6,367,4,4,30,7,226,3,3,23,8,428,4,3,29,9,503,4,4,30,10,596,5,4,37,11,432,4,4,30,12,215,3,3,23,13,424,4,5,31,14,361,4,4,30,15,484,4,4,30,16,158,3,2,22,17,569,5,5,38,18,476,4,5,31,  ,29,38,24,29,31,30,23,29,30,37,30,23,31,30,30,22,38,31
http://espn.go.com/golf/player/scorecards/_/id/3702/year/2010/tournamentId/798/rickie-fowler,The Open Championship,7/15-07/18,Round 4,St. Andrews - Old Course - Fife- Scotland,,2010,1,376,4,4,30,2,453,4,4,30,3,397,4,3,29,4,480,4,4,30,5,568,5,5,38,6,412,4,4,30,7,371,4,4,30,8,175,3,3,23,9,352,4,4,30,10,386,4,4,30,11,174,3,3,23,12,348,4,4,30,13,465,4,3,29,14,618,5,4,37,15,455,4,4,30,16,423,4,4,30,17,495,4,3,29,18,357,4,3,29,  ,30,30,29,30,38,30,30,23,30,30,23,30,29,37,30,30,29,29
http://espn.go.com/golf/player/scorecards/_/id/3702/year/2010/tournamentId/798/rickie-fowler,The Open Championship,7/15-07/18,Round 3,St. Andrews - Old Course - Fife- Scotland,,2010,1,376,4,4,30,2,453,4,4,30,3,397,4,4,30,4,480,4,4,30,5,568,5,5,38,6,412,4,4,30,7,371,4,3,29,8,175,3,3,23,9,352,4,3,29,10,386,4,4,30,11,174,3,3,23,12,348,4,4,30,13,465,4,4,30,14,618,5,5,38,15,455,4,4,30,16,423,4,4,30,17,495,4,5,31,18,357,4,4,30,  ,30,30,30,30,38,30,29,23,29,30,23,30,30,38,30,30,31,30
http://espn.go.com/golf/player/scorecards/_/id/3702/year/2010/tournamentId/798/rickie-fowler,The Open Championship,7/15-07/18,Round 2,St. Andrews - Old Course - Fife- Scotland,,2010,1,376,4,4,30,2,453,4,3,29,3,397,4,3,29,4,480,4,4,30,5,568,5,4,37,6,412,4,4,30,7,371,4,4,30,8,175,3,3,23,9,352,4,3,29,10,386,4,4,30,11,174,3,3,23,12,348,4,4,30,13,465,4,5,31,14,618,5,5,38,15,455,4,3,29,16,423,4,4,30,17,495,4,4,30,18,357,4,3,29,  ,30,29,29,30,37,30,30,23,29,30,23,30,31,38,29,30,30,29
http://espn.go.com/golf/player/scorecards/_/id/3702/year/2010/tournamentId/798/rickie-fowler,The Open Championship,7/15-07/18,Round 1,St. Andrews - Old Course - Fife- Scotland,,2010,1,376,4,4,30,2,453,4,4,30,3,397,4,5,31,4,480,4,4,30,5,568,5,4,37,6,412,4,4,30,7,371,4,5,31,8,175,3,4,24,9,352,4,3,29,10,386,4,4,30,11,174,3,3,23,12,348,4,5,31,13,465,4,4,30,14,618,5,4,37,15,455,4,5,31,16,423,4,7,33,17,495,4,6,32,18,357,4,4,30,  ,30,30,31,30,37,30,31,24,29,30,23,31,30,37,31,33,32,30
http://espn.go.com/golf/player/scorecards/_/id/3702/year/2010/tournamentId/785/rickie-fowler,World Golf Championships-Bridgestone Invitational,8/05-08/08,Round 4,Firestone CC (South Course) - Akron- OH,,2010,1,399,4,4,30,2,526,5,4,37,3,442,4,4,30,4,471,4,5,31,5,200,3,3,23,6,469,4,4,30,7,219,3,2,22,8,482,4,4,30,9,494,4,5,31,10,410,4,4,30,11,418,4,4,30,12,180,3,3,23,13,471,4,3,29,14,467,4,5,31,15,221,3,3,23,16,667,5,5,38,17,400,4,4,30,18,464,4,4,30,  ,30,37,30,31,23,30,22,30,31,30,30,23,29,31,23,38,30,30
http://espn.go.com/golf/player/scorecards/_/id/3702/year/2010/tournamentId/785/rickie-fowler,World Golf Championships-Bridgestone Invitational,8/05-08/08,Round 3,Firestone CC (South Course) - Akron- OH,,2010,1,399,4,4,30,2,526,5,4,37,3,442,4,4,30,4,471,4,4,30,5,200,3,3,23,6,469,4,4,30,7,219,3,3,23,8,482,4,4,30,9,494,4,5,31,10,410,4,4,30,11,418,4,3,29,12,180,3,2,22,13,471,4,4,30,14,467,4,5,31,15,221,3,3,23,16,667,5,5,38,17,400,4,4,30,18,464,4,4,30,  ,30,37,30,30,23,30,23,30,31,30,29,22,30,31,23,38,30,30
http://espn.go.com/golf/player/scorecards/_/id/3702/year/2010/tournamentId/785/rickie-fowler,World Golf Championships-Bridgestone Invitational,8/05-08/08,Round 2,Firestone CC (South Course) - Akron- OH,,2010,1,399,4,3,29,2,526,5,6,39,3,442,4,4,30,4,471,4,5,31,5,200,3,3,23,6,469,4,4,30,7,219,3,3,23,8,482,4,5,31,9,494,4,4,30,10,410,4,4,30,11,418,4,4,30,12,180,3,3,23,13,471,4,6,32,14,467,4,3,29,15,221,3,3,23,16,667,5,5,38,17,400,4,4,30,18,464,4,4,30,  ,29,39,30,31,23,30,23,31,30,30,30,23,32,29,23,38,30,30
http://espn.go.com/golf/player/scorecards/_/id/3702/year/2010/tournamentId/785/rickie-fowler,World Golf Championships-Bridgestone Invitational,8/05-08/08,Round 1,Firestone CC (South Course) - Akron- OH,,2010,1,399,4,4,30,2,526,5,4,37,3,442,4,4,30,4,471,4,4,30,5,200,3,3,23,6,469,4,5,31,7,219,3,2,22,8,482,4,3,29,9,494,4,4,30,10,410,4,3,29,11,418,4,4,30,12,180,3,3,23,13,471,4,4,30,14,467,4,4,30,15,221,3,3,23,16,667,5,4,37,17,400,4,5,31,18,464,4,5,31,  ,30,37,30,30,23,31,22,29,30,29,30,23,30,30,23,37,31,31
http://espn.go.com/golf/player/scorecards/_/id/3702/year/2010/tournamentId/799/rickie-fowler,PGA Championship,8/12-08/15,Round 4,Whistling Straits - Kohler- WI,,2010,1,408,4,5,31,2,593,5,4,37,3,181,3,3,23,4,489,4,5,31,5,598,5,5,38,6,355,4,4,30,7,221,3,4,24,8,507,4,4,30,9,446,4,4,30,10,361,4,5,31,11,618,5,7,40,12,143,3,3,23,13,404,4,4,30,14,373,4,4,30,15,518,4,4,30,16,569,5,5,38,17,223,3,3,23,18,500,4,4,30,  ,31,37,23,31,38,30,24,30,30,31,40,23,30,30,30,38,23,30
http://espn.go.com/golf/player/scorecards/_/id/3702/year/2010/tournamentId/799/rickie-fowler,PGA Championship,8/12-08/15,Round 3,Whistling Straits - Kohler- WI,,2010,1,408,4,5,31,2,593,5,5,38,3,181,3,3,23,4,489,4,5,31,5,598,5,5,38,6,355,4,3,29,7,221,3,3,23,8,507,4,4,30,9,446,4,3,29,10,361,4,3,29,11,618,5,5,38,12,143,3,3,23,13,404,4,4,30,14,373,4,4,30,15,518,4,4,30,16,569,5,5,38,17,223,3,2,22,18,500,4,4,30,  ,31,38,23,31,38,29,23,30,29,29,38,23,30,30,30,38,22,30
http://espn.go.com/golf/player/scorecards/_/id/3702/year/2010/tournamentId/799/rickie-fowler,PGA Championship,8/12-08/15,Round 2,Whistling Straits - Kohler- WI,,2010,1,408,4,4,30,2,593,5,4,37,3,181,3,3,23,4,489,4,4,30,5,598,5,4,37,6,355,4,4,30,7,221,3,2,22,8,507,4,4,30,9,446,4,5,31,10,361,4,3,29,11,618,5,5,38,12,143,3,4,24,13,404,4,4,30,14,373,4,4,30,15,518,4,4,30,16,569,5,5,38,17,223,3,3,23,18,500,4,5,31,  ,30,37,23,30,37,30,22,30,31,29,38,24,30,30,30,38,23,31
http://espn.go.com/golf/player/scorecards/_/id/3702/year/2010/tournamentId/799/rickie-fowler,PGA Championship,8/12-08/15,Round 1,Whistling Straits - Kohler- WI,,2010,1,408,4,3,29,2,593,5,5,38,3,181,3,3,23,4,489,4,5,31,5,598,5,4,37,6,355,4,4,30,7,221,3,3,23,8,507,4,5,31,9,446,4,4,30,10,361,4,3,29,11,618,5,6,39,12,143,3,4,24,13,404,4,4,30,14,373,4,4,30,15,518,4,4,30,16,569,5,5,38,17,223,3,3,23,18,500,4,4,30,  ,29,38,23,31,37,30,23,31,30,29,39,24,30,30,30,38,23,30
http://espn.go.com/golf/player/scorecards/_/id/3702/year/2010/tournamentId/781/rickie-fowler,The Barclays,8/26-08/29,Round 4,Ridgewood Country Club - Paramus- NJ,,2010,1,380,4,4,30,2,190,3,3,23,3,588,5,5,38,4,444,4,3,29,5,291,4,4,30,6,471,4,4,30,7,447,4,5,31,8,217,3,3,23,9,440,4,4,30,10,230,3,3,23,11,467,4,4,30,12,475,4,4,30,13,626,5,5,38,14,412,4,4,30,15,155,3,3,23,16,422,4,5,31,17,594,5,6,39,18,470,4,5,31,  ,30,23,38,29,30,30,31,23,30,23,30,30,38,30,23,31,39,31
http://espn.go.com/golf/player/scorecards/_/id/3702/year/2010/tournamentId/781/rickie-fowler,The Barclays,8/26-08/29,Round 3,Ridgewood Country Club - Paramus- NJ,,2010,1,380,4,3,29,2,190,3,3,23,3,588,5,4,37,4,444,4,4,30,5,291,4,4,30,6,471,4,5,31,7,447,4,4,30,8,217,3,3,23,9,440,4,3,29,10,230,3,3,23,11,467,4,4,30,12,475,4,4,30,13,626,5,5,38,14,412,4,4,30,15,155,3,3,23,16,422,4,4,30,17,594,5,3,36,18,470,4,4,30,  ,29,23,37,30,30,31,30,23,29,23,30,30,38,30,23,30,36,30
http://espn.go.com/golf/player/scorecards/_/id/3702/year/2010/tournamentId/781/rickie-fowler,The Barclays,8/26-08/29,Round 2,Ridgewood Country Club - Paramus- NJ,,2010,1,380,4,4,30,2,190,3,3,23,3,588,5,4,37,4,444,4,4,30,5,291,4,4,30,6,471,4,5,31,7,447,4,3,29,8,217,3,2,22,9,440,4,4,30,10,230,3,3,23,11,467,4,4,30,12,475,4,4,30,13,626,5,5,38,14,412,4,4,30,15,155,3,3,23,16,422,4,4,30,17,594,5,5,38,18,470,4,5,31,  ,30,23,37,30,30,31,29,22,30,23,30,30,38,30,23,30,38,31
http://espn.go.com/golf/player/scorecards/_/id/3702/year/2010/tournamentId/781/rickie-fowler,The Barclays,8/26-08/29,Round 1,Ridgewood Country Club - Paramus- NJ,,2010,1,380,4,4,30,2,190,3,4,24,3,588,5,5,38,4,444,4,3,29,5,291,4,4,30,6,471,4,4,30,7,447,4,4,30,8,217,3,5,25,9,440,4,4,30,10,230,3,3,23,11,467,4,5,31,12,475,4,4,30,13,626,5,4,37,14,412,4,3,29,15,155,3,3,23,16,422,4,3,29,17,594,5,5,38,18,470,4,4,30,  ,30,24,38,29,30,30,30,25,30,23,31,30,37,29,23,29,38,30
http://espn.go.com/golf/player/scorecards/_/id/3702/year/2010/tournamentId/792/rickie-fowler,Deutsche Bank Championship,9/03-09/06,Round 4,TPC Boston - Norton- MA,,2010,1,365,4,4,30,2,542,5,4,37,3,208,3,4,24,4,298,4,3,29,5,466,4,4,30,6,465,4,3,29,7,600,5,4,37,8,213,3,3,23,9,472,4,5,31,10,425,4,4,30,11,231,3,3,23,12,461,4,4,30,13,451,4,5,31,14,495,4,4,30,15,421,4,4,30,16,161,3,3,23,17,412,4,4,30,18,530,5,5,38,  ,30,37,24,29,30,29,37,23,31,30,23,30,31,30,30,23,30,38
http://espn.go.com/golf/player/scorecards/_/id/3702/year/2010/tournamentId/792/rickie-fowler,Deutsche Bank Championship,9/03-09/06,Round 3,TPC Boston - Norton- MA,,2010,1,365,4,4,30,2,542,5,6,39,3,208,3,3,23,4,298,4,4,30,5,466,4,4,30,6,465,4,4,30,7,600,5,5,38,8,213,3,3,23,9,472,4,4,30,10,425,4,3,29,11,231,3,4,24,12,461,4,4,30,13,451,4,4,30,14,495,4,4,30,15,421,4,5,31,16,161,3,3,23,17,412,4,5,31,18,530,5,5,38,  ,30,39,23,30,30,30,38,23,30,29,24,30,30,30,31,23,31,38
http://espn.go.com/golf/player/scorecards/_/id/3702/year/2010/tournamentId/792/rickie-fowler,Deutsche Bank Championship,9/03-09/06,Round 2,TPC Boston - Norton- MA,,2010,1,365,4,3,29,2,542,5,6,39,3,208,3,3,23,4,298,4,3,29,5,466,4,4,30,6,465,4,4,30,7,600,5,5,38,8,213,3,3,23,9,472,4,5,31,10,425,4,4,30,11,231,3,4,24,12,461,4,3,29,13,451,4,4,30,14,495,4,5,31,15,421,4,4,30,16,161,3,3,23,17,412,4,4,30,18,530,5,3,36,  ,29,39,23,29,30,30,38,23,31,30,24,29,30,31,30,23,30,36
http://espn.go.com/golf/player/scorecards/_/id/3702/year/2010/tournamentId/792/rickie-fowler,Deutsche Bank Championship,9/03-09/06,Round 1,TPC Boston - Norton- MA,,2010,1,365,4,4,30,2,542,5,5,38,3,208,3,2,22,4,298,4,4,30,5,466,4,3,29,6,465,4,4,30,7,600,5,4,37,8,213,3,3,23,9,472,4,4,30,10,425,4,4,30,11,231,3,3,23,12,461,4,4,30,13,451,4,4,30,14,495,4,4,30,15,421,4,4,30,16,161,3,2,22,17,412,4,4,30,18,530,5,5,38,  ,30,38,22,30,29,30,37,23,30,30,23,30,30,30,30,22,30,38
http://espn.go.com/golf/player/scorecards/_/id/3702/year/2010/tournamentId/784/rickie-fowler,BMW Championship,9/09-09/12,Round 4,Cog Hill G&CC - Lemont- IL,,2010,1,462,4,4,30,2,228,3,3,23,3,446,4,4,30,4,465,4,4,30,5,509,4,5,31,6,244,3,3,23,7,434,4,4,30,8,383,4,5,31,9,615,5,4,37,10,386,4,4,30,11,610,5,4,37,12,221,3,3,23,13,486,4,6,32,14,218,3,2,22,15,526,5,5,38,16,459,4,4,30,17,427,4,4,30,18,497,4,5,31,  ,30,23,30,30,31,23,30,31,37,30,37,23,32,22,38,30,30,31
http://espn.go.com/golf/player/scorecards/_/id/3702/year/2010/tournamentId/784/rickie-fowler,BMW Championship,9/09-09/12,Round 3,Cog Hill G&CC - Lemont- IL,,2010,1,462,4,4,30,2,228,3,4,24,3,446,4,4,30,4,465,4,4,30,5,509,4,5,31,6,244,3,3,23,7,434,4,4,30,8,383,4,3,29,9,615,5,5,38,10,386,4,4,30,11,610,5,5,38,12,221,3,3,23,13,486,4,3,29,14,218,3,4,24,15,526,5,5,38,16,459,4,5,31,17,427,4,4,30,18,497,4,3,29,  ,30,24,30,30,31,23,30,29,38,30,38,23,29,24,38,31,30,29
http://espn.go.com/golf/player/scorecards/_/id/3702/year/2010/tournamentId/784/rickie-fowler,BMW Championship,9/09-09/12,Round 2,Cog Hill G&CC - Lemont- IL,,2010,1,462,4,4,30,2,228,3,2,22,3,446,4,4,30,4,465,4,4,30,5,509,4,4,30,6,244,3,3,23,7,434,4,4,30,8,383,4,4,30,9,615,5,5,38,10,386,4,5,31,11,610,5,5,38,12,221,3,3,23,13,486,4,6,32,14,218,3,3,23,15,526,5,5,38,16,459,4,5,31,17,427,4,4,30,18,497,4,3,29,  ,30,22,30,30,30,23,30,30,38,31,38,23,32,23,38,31,30,29
http://espn.go.com/golf/player/scorecards/_/id/3702/year/2010/tournamentId/784/rickie-fowler,BMW Championship,9/09-09/12,Round 1,Cog Hill G&CC - Lemont- IL,,2010,1,462,4,4,30,2,228,3,3,23,3,446,4,4,30,4,465,4,3,29,5,509,4,3,29,6,244,3,3,23,7,434,4,5,31,8,383,4,4,30,9,615,5,5,38,10,386,4,4,30,11,610,5,4,37,12,221,3,4,24,13,486,4,4,30,14,218,3,3,23,15,526,5,5,38,16,459,4,4,30,17,427,4,5,31,18,497,4,4,30,  ,30,23,30,29,29,23,31,30,38,30,37,24,30,23,38,30,31,30
http://espn.go.com/golf/player/scorecards/_/id/3702/year/2010/tournamentId/837/rickie-fowler,Frys.com Open,0/14-10/17,Round 4,CordeValle Golf Club - San Martin- CA,,2010,1,422,4,4,30,2,434,4,4,30,3,230,3,3,23,4,418,4,3,29,5,454,4,4,30,6,480,4,5,31,7,166,3,3,23,8,478,4,5,31,9,555,5,5,38,10,425,4,4,30,11,236,3,3,23,12,605,5,4,37,13,407,4,4,30,14,497,4,3,29,15,568,5,5,38,16,210,3,3,23,17,358,4,3,29,18,425,4,4,30,  ,30,30,23,29,30,31,23,31,38,30,23,37,30,29,38,23,29,30
http://espn.go.com/golf/player/scorecards/_/id/3702/year/2010/tournamentId/837/rickie-fowler,Frys.com Open,0/14-10/17,Round 3,CordeValle Golf Club - San Martin- CA,,2010,1,422,4,5,31,2,434,4,4,30,3,230,3,3,23,4,418,4,4,30,5,454,4,4,30,6,480,4,3,29,7,166,3,3,23,8,478,4,4,30,9,555,5,5,38,10,425,4,4,30,11,236,3,3,23,12,605,5,5,38,13,407,4,3,29,14,497,4,4,30,15,568,5,4,37,16,210,3,2,22,17,358,4,4,30,18,425,4,4,30,  ,31,30,23,30,30,29,23,30,38,30,23,38,29,30,37,22,30,30
http://espn.go.com/golf/player/scorecards/_/id/3702/year/2010/tournamentId/837/rickie-fowler,Frys.com Open,0/14-10/17,Round 2,CordeValle Golf Club - San Martin- CA,,2010,1,422,4,4,30,2,434,4,3,29,3,230,3,3,23,4,418,4,3,29,5,454,4,4,30,6,480,4,4,30,7,166,3,3,23,8,478,4,4,30,9,555,5,5,38,10,425,4,3,29,11,236,3,3,23,12,605,5,6,39,13,407,4,4,30,14,497,4,3,29,15,568,5,4,37,16,210,3,3,23,17,358,4,3,29,18,425,4,3,29,  ,30,29,23,29,30,30,23,30,38,29,23,39,30,29,37,23,29,29
http://espn.go.com/golf/player/scorecards/_/id/3702/year/2010/tournamentId/837/rickie-fowler,Frys.com Open,0/14-10/17,Round 1,CordeValle Golf Club - San Martin- CA,,2010,1,422,4,3,29,2,434,4,4,30,3,230,3,3,23,4,418,4,3,29,5,454,4,4,30,6,480,4,5,31,7,166,3,2,22,8,478,4,4,30,9,555,5,4,37,10,425,4,3,29,11,236,3,3,23,12,605,5,5,38,13,407,4,5,31,14,497,4,4,30,15,568,5,5,38,16,210,3,3,23,17,358,4,4,30,18,425,4,5,31,  ,29,30,23,29,30,31,22,30,37,29,23,38,31,30,38,23,30,31
http://espn.go.com/golf/player/scorecards/_/id/3702/year/2010/tournamentId/835/rickie-fowler,Justin Timberlake Shriners Hospitals for Children Open,0/21-10/24,Round 4,TPC Summerlin - Las Vegas- NV,,2010,1,408,4,4,30,2,469,4,4,30,3,492,4,5,31,4,450,4,4,30,5,197,3,3,23,6,430,4,5,31,7,382,4,3,29,8,239,3,3,23,9,563,5,5,38,10,420,4,4,30,11,448,4,4,30,12,442,4,4,30,13,606,5,4,37,14,156,3,3,23,15,341,4,4,30,16,560,5,4,37,17,196,3,3,23,18,444,4,4,30,  ,30,30,31,30,23,31,29,23,38,30,30,30,37,23,30,37,23,30
http://espn.go.com/golf/player/scorecards/_/id/3702/year/2010/tournamentId/835/rickie-fowler,Justin Timberlake Shriners Hospitals for Children Open,0/21-10/24,Round 3,TPC Summerlin - Las Vegas- NV,,2010,1,408,4,3,29,2,469,4,5,31,3,492,4,4,30,4,450,4,3,29,5,197,3,4,24,6,430,4,4,30,7,382,4,3,29,8,239,3,3,23,9,563,5,4,37,10,420,4,3,29,11,448,4,4,30,12,442,4,4,30,13,606,5,5,38,14,156,3,3,23,15,341,4,4,30,16,560,5,5,38,17,196,3,3,23,18,444,4,4,30,  ,29,31,30,29,24,30,29,23,37,29,30,30,38,23,30,38,23,30
http://espn.go.com/golf/player/scorecards/_/id/3702/year/2010/tournamentId/835/rickie-fowler,Justin Timberlake Shriners Hospitals for Children Open,0/21-10/24,Round 2,TPC Summerlin - Las Vegas- NV,,2010,1,408,4,4,30,2,469,4,3,29,3,492,4,4,30,4,450,4,4,30,5,197,3,2,22,6,430,4,4,30,7,382,4,3,29,8,239,3,2,22,9,563,5,5,38,10,420,4,4,30,11,448,4,4,30,12,442,4,3,29,13,606,5,5,38,14,156,3,3,23,15,341,4,3,29,16,560,5,4,37,17,196,3,3,23,18,444,4,4,30,  ,30,29,30,30,22,30,29,22,38,30,30,29,38,23,29,37,23,30
http://espn.go.com/golf/player/scorecards/_/id/3702/year/2010/tournamentId/835/rickie-fowler,Justin Timberlake Shriners Hospitals for Children Open,0/21-10/24,Round 1,TPC Summerlin - Las Vegas- NV,,2010,1,408,4,4,30,2,469,4,4,30,3,492,4,4,30,4,450,4,4,30,5,197,3,3,23,6,430,4,4,30,7,382,4,4,30,8,239,3,3,23,9,563,5,5,38,10,420,4,3,29,11,448,4,4,30,12,442,4,3,29,13,606,5,4,37,14,156,3,3,23,15,341,4,4,30,16,560,5,4,37,17,196,3,5,25,18,444,4,3,29,  ,30,30,30,30,23,30,30,23,38,29,30,29,37,23,30,37,25,29
http://espn.go.com/golf/player/scorecards/_/id/3702/year/2010/tournamentId/845/rickie-fowler,CIMB Asia Pacific Classic Malaysia,0/28-10/31,Round 4,The MINES Resort & Golf Club - Kuala Lumpur- Malaysia,,2010,1,358,4,4,30,2,177,3,3,23,3,527,5,4,37,4,475,4,4,30,5,446,4,5,31,6,371,4,4,30,7,199,3,3,23,8,411,4,4,30,9,451,4,4,30,10,395,4,4,30,11,557,5,5,38,12,479,4,4,30,13,422,4,3,29,14,194,3,3,23,15,292,4,3,29,16,185,3,2,22,17,523,5,4,37,18,447,4,4,30,  ,30,23,37,30,31,30,23,30,30,30,38,30,29,23,29,22,37,30
http://espn.go.com/golf/player/scorecards/_/id/3702/year/2010/tournamentId/845/rickie-fowler,CIMB Asia Pacific Classic Malaysia,0/28-10/31,Round 3,The MINES Resort & Golf Club - Kuala Lumpur- Malaysia,,2010,1,358,4,3,29,2,177,3,3,23,3,527,5,4,37,4,475,4,3,29,5,446,4,4,30,6,371,4,3,29,7,199,3,4,24,8,411,4,5,31,9,451,4,5,31,10,395,4,4,30,11,557,5,5,38,12,479,4,4,30,13,422,4,4,30,14,194,3,4,24,15,292,4,3,29,16,185,3,3,23,17,523,5,4,37,18,447,4,3,29,  ,29,23,37,29,30,29,24,31,31,30,38,30,30,24,29,23,37,29
http://espn.go.com/golf/player/scorecards/_/id/3702/year/2010/tournamentId/845/rickie-fowler,CIMB Asia Pacific Classic Malaysia,0/28-10/31,Round 2,The MINES Resort & Golf Club - Kuala Lumpur- Malaysia,,2010,1,358,4,3,29,2,177,3,3,23,3,527,5,5,38,4,475,4,4,30,5,446,4,4,30,6,371,4,4,30,7,199,3,2,22,8,411,4,4,30,9,451,4,3,29,10,395,4,4,30,11,557,5,5,38,12,479,4,4,30,13,422,4,4,30,14,194,3,3,23,15,292,4,4,30,16,185,3,3,23,17,523,5,4,37,18,447,4,4,30,  ,29,23,38,30,30,30,22,30,29,30,38,30,30,23,30,23,37,30
http://espn.go.com/golf/player/scorecards/_/id/3702/year/2010/tournamentId/845/rickie-fowler,CIMB Asia Pacific Classic Malaysia,0/28-10/31,Round 1,The MINES Resort & Golf Club - Kuala Lumpur- Malaysia,,2010,1,358,4,3,29,2,177,3,3,23,3,527,5,4,37,4,475,4,5,31,5,446,4,3,29,6,371,4,4,30,7,199,3,2,22,8,411,4,4,30,9,451,4,3,29,10,395,4,4,30,11,557,5,5,38,12,479,4,5,31,13,422,4,4,30,14,194,3,4,24,15,292,4,3,29,16,185,3,3,23,17,523,5,5,38,18,447,4,4,30,  ,29,23,37,31,29,30,22,30,29,30,38,31,30,24,29,23,38,30
http://espn.go.com/golf/player/scorecards/_/id/3702/year/2010/tournamentId/846/rickie-fowler,WGC-HSBC Champions,1/03-11/07,Round 4,Sheshan International GC,,2010,1,459,4,4,30,2,550,5,4,37,3,362,4,4,30,4,200,3,3,23,5,456,4,5,31,6,200,3,3,23,7,346,4,4,30,8,603,5,4,37,9,486,4,5,31,10,401,4,3,29,11,456,4,3,29,12,217,3,2,22,13,411,4,3,29,14,594,5,5,38,15,487,4,4,30,16,288,4,4,30,17,212,3,3,23,18,538,5,5,38,  ,30,37,30,23,31,23,30,37,31,29,29,22,29,38,30,30,23,38
http://espn.go.com/golf/player/scorecards/_/id/3702/year/2010/tournamentId/846/rickie-fowler,WGC-HSBC Champions,1/03-11/07,Round 3,Sheshan International GC,,2010,1,459,4,4,30,2,550,5,5,38,3,362,4,3,29,4,200,3,3,23,5,456,4,5,31,6,200,3,3,23,7,346,4,4,30,8,603,5,6,39,9,486,4,4,30,10,401,4,4,30,11,456,4,5,31,12,217,3,3,23,13,411,4,4,30,14,594,5,5,38,15,487,4,4,30,16,288,4,3,29,17,212,3,3,23,18,538,5,4,37,  ,30,38,29,23,31,23,30,39,30,30,31,23,30,38,30,29,23,37
http://espn.go.com/golf/player/scorecards/_/id/3702/year/2010/tournamentId/846/rickie-fowler,WGC-HSBC Champions,1/03-11/07,Round 2,Sheshan International GC,,2010,1,459,4,4,30,2,550,5,4,37,3,362,4,5,31,4,200,3,2,22,5,456,4,5,31,6,200,3,3,23,7,346,4,3,29,8,603,5,5,38,9,486,4,5,31,10,401,4,5,31,11,456,4,4,30,12,217,3,3,23,13,411,4,5,31,14,594,5,4,37,15,487,4,5,31,16,288,4,3,29,17,212,3,3,23,18,538,5,6,39,  ,30,37,31,22,31,23,29,38,31,31,30,23,31,37,31,29,23,39
